,gyroscope,light,accelerometer,magnetic,pressure
4532,32940.0,,,,
4533,,,,,
4534,,,,32941.0,
4535,,,32945.0,,
4536,32945.0,,,,
4537,,,,,
4538,,,32948.0,,
4539,32949.0,,,,
4540,,,,,
4541,,,32953.0,,
4542,32954.0,,,,
4543,,,,,
4544,,,,32954.0,
4545,,,32957.0,,
4546,32958.0,,,,
4547,,,,,
4548,,,32962.0,,
4549,32963.0,,,,
4550,,,,,
4551,,,32966.0,,
4552,32967.0,,,,
4553,,,,,
4554,,,,32968.0,
4555,,,32971.0,,
4556,32971.0,,,,
4557,,,,,
4558,,,32975.0,,
4559,32975.0,,,,
4560,,,,,
4561,,,32979.0,,
4562,32980.0,,,,
4563,,,,,
4564,,,,32984.0,
4565,,,32984.0,,
4566,32984.0,,,,
4567,,,,,
4568,,,32988.0,,
4569,32989.0,,,,
4570,,,,,
4571,,,32993.0,,
4572,32993.0,,,,
4573,,,,,
4574,,,,32994.0,
4575,,,32997.0,,
4576,32998.0,,,,
4577,,,,,
4578,,,33001.0,,
4579,33002.0,,,,
4580,,,,,
4581,,,33006.0,,
4582,33006.0,,,,
4583,,,,,
4584,,,,33007.0,
4585,,,33010.0,,
4586,33010.0,,,,
4587,,,,,
4588,,,33014.0,,
4589,33015.0,,,,
4590,,,,,
4591,,,33020.0,,
4592,33020.0,,,,
4593,,,,,
4594,,,,33020.0,
4595,,,33023.0,,
4596,33023.0,,,,
4597,,,,,
4598,,,33028.0,,
4599,33028.0,,,,
4600,,,,,
4601,,,33032.0,,
4602,33033.0,,,,
4603,,,,,
4604,,,,33033.0,
4605,,,33036.0,,
4606,33037.0,,,,
4607,,,,,
4608,,,33041.0,,
4609,33041.0,,,,
4610,,,,,
4611,,,33046.0,,
4612,33046.0,,,,
4613,,,,,
4614,,,,33047.0,
4615,,,33050.0,,
4616,33050.0,,,,
4617,,,,,
4618,,,33054.0,,
4619,33054.0,,,,
4620,,,,,
4621,,,33059.0,,
4622,,33059.0,,,
4623,33059.0,,,,
4624,,,,,
4625,,,,33060.0,
4626,,,33063.0,,
4627,33064.0,,,,
4628,,,,,
4629,,,33067.0,,
4630,33068.0,,,,
4631,,,,,
4632,,,33072.0,,
4633,33072.0,,,,
4634,,,,,
4635,,,,33073.0,
4636,,,33075.0,,
4637,33076.0,,,,
4638,,,,,
4639,,,33080.0,,
4640,33081.0,,,,
4641,,,,,
4642,,,33085.0,,
4643,33085.0,,,,
4644,,,,,
4645,,,,33086.0,
4646,,,33089.0,,
4647,33089.0,,,,
4648,,,,,
4649,,,,,33091.0
4650,,,33093.0,,
4651,33094.0,,,,
4652,,,,,
4653,,,33100.0,,
4654,33100.0,,,,
4655,,,,,
4656,,,,33101.0,
4657,,,33102.0,,
4658,33102.0,,,,
4659,,,,,
4660,,,33106.0,,
4661,33107.0,,,,
4662,,,,,
4663,,,33111.0,,
4664,33111.0,,,,
4665,,,,,
4666,,,,33113.0,
4667,,,33115.0,,
4668,33115.0,,,,
4669,,,,,
4670,,,33119.0,,
4671,33120.0,,,,
4672,,,,,
4673,,,33124.0,,
4674,33125.0,,,,
4675,,,,,
4676,,,,33125.0,
4677,,,33128.0,,
4678,33129.0,,,,
4679,,,,,
4680,,,33133.0,,
4681,33133.0,,,,
4682,,,,,
4683,,,33138.0,,
4684,33138.0,,,,
4685,,,,,
4686,,,,33138.0,
4687,,,33141.0,,
4688,33142.0,,,,
4689,,,,,
4690,,,33146.0,,
4691,33146.0,,,,
4692,,,,,
4693,,,33150.0,,
4694,33151.0,,,,
4695,,,,,
4696,,,,33153.0,
4697,,,33155.0,,
4698,33155.0,,,,
4699,,,,,
4700,,,33159.0,,
4701,33160.0,,,,
4702,,,,,
4703,,,33163.0,,
4704,33164.0,,,,
4705,,,,,
4706,,,,33164.0,
4707,,,33167.0,,
4708,33168.0,,,,
4709,,,,,
4710,,,33172.0,,
4711,33172.0,,,,
4712,,,,,
4713,,,33176.0,,
4714,33177.0,,,,
4715,,,,,
4716,,,,33178.0,
4717,,,33180.0,,
4718,33181.0,,,,
4719,,,,,
4720,,,33268.0,,
4721,33268.0,,,,
4722,,,,,
4723,,,33268.0,,
4724,33268.0,,,,
4725,,,,,
4726,,,,33268.0,
4727,,,33269.0,,
4728,33269.0,,,,
4729,,,,,
4730,,,33269.0,,
4731,33269.0,,,,
4732,,,,,
4733,,,33269.0,,
4734,33269.0,,,,
4735,,,,,
4736,,,,33269.0,
4737,,,33269.0,,
4738,33270.0,,,,
4739,,,,,
4740,,,33270.0,,
4741,33270.0,,,,
4742,,,,,
4743,,,33270.0,,
4744,33270.0,,,,
4745,,,,,
4746,,,,33270.0,
4747,,33270.0,,,
4748,,,33271.0,,
4749,33271.0,,,,
4750,,,,,
4751,,,33271.0,,
4752,33271.0,,,,
4753,,,,,
4754,,,33271.0,,
4755,33271.0,,,,
4756,,,,,
4757,,,,33271.0,
4758,,,33272.0,,
4759,33272.0,,,,
4760,,,,,
4761,,,33272.0,,
4762,33272.0,,,,
4763,,,,,
4764,,,33272.0,,
4765,33272.0,,,,
4766,,,,,
4767,,,,33272.0,
4768,,,33272.0,,
4769,33273.0,,,,
4770,,,,,
4771,,,33273.0,,
4772,33273.0,,,,
4773,,,,,
4774,,,33273.0,,
4775,33273.0,,,,
4776,,,,,
4777,,,,33273.0,
4778,,,33273.0,,
4779,33273.0,,,,
4780,,,,,
4781,,,33274.0,,
4782,33274.0,,,,
4783,,,,,
4784,,,33274.0,,
4785,33274.0,,,,
4786,,,,,
4787,,,,33274.0,
4788,,,33274.0,,
4789,33274.0,,,,
4790,,,,,
4791,,,33277.0,,
4792,33277.0,,,,
4793,,,,,
4794,,,33282.0,,
4795,33282.0,,,,
4796,,,,,
4797,,,,33283.0,
4798,,,33285.0,,
4799,33286.0,,,,
4800,,,,,
4801,,,,,33289.0
4802,,,33292.0,,
4803,33293.0,,,,
4804,,,,,
4805,,,33295.0,,
4806,33295.0,,,,
4807,,,,,
4808,,,,33298.0,
4809,,,33299.0,,
4810,33299.0,,,,
4811,,,,,
4812,,,33305.0,,
4813,33305.0,,,,
4814,,,,,
4815,,,33308.0,,
4816,33309.0,,,,
4817,,,,,
4818,,,,33309.0,
4819,,,33312.0,,
4820,33312.0,,,,
4821,,,,,
4822,,,33316.0,,
4823,33317.0,,,,
4824,,,,,
4825,,,33321.0,,
4826,33322.0,,,,
4827,,,,,
4828,,,,33322.0,
4829,,,33325.0,,
4830,33326.0,,,,
4831,,,,,
4832,,,33330.0,,
4833,33330.0,,,,
4834,,,,,
4835,,,33334.0,,
4836,33335.0,,,,
4837,,,,,
4838,,,,33335.0,
4839,,,33339.0,,
4840,33339.0,,,,
4841,,,,,
4842,,,33343.0,,
4843,33343.0,,,,
4844,,,,,
4845,,,33347.0,,
4846,33348.0,,,,
4847,,,,,
4848,,,,33348.0,
4849,,,33352.0,,
4850,33352.0,,,,
4851,,,,,
4852,,,33356.0,,
4853,33357.0,,,,
4854,,,,,
4855,,,33361.0,,
4856,33361.0,,,,
4857,,,,,
4858,,,,33362.0,
4859,,,33365.0,,
4860,33365.0,,,,
4861,,,,,
4862,,,33369.0,,
4863,33369.0,,,,
4864,,,,,
4865,,,33374.0,,
4866,33374.0,,,,
4867,,,,,
4868,,,,33375.0,
4869,,,33379.0,,
4870,33379.0,,,,
4871,,,,,
4872,,33380.0,,,
4873,,,33382.0,,
4874,33383.0,,,,
4875,,,,,
4876,,,33387.0,,
4877,33387.0,,,,
4878,,,,,
4879,,,,33388.0,
4880,,,33391.0,,
4881,33392.0,,,,
4882,,,,,
4883,,,33395.0,,
4884,33396.0,,,,
4885,,,,,
4886,,,33400.0,,
4887,33400.0,,,,
4888,,,,,
4889,,,,33402.0,
4890,,,33404.0,,
4891,33404.0,,,,
4892,,,,,
4893,,,33409.0,,
4894,33409.0,,,,
4895,,,,,
4896,,,33413.0,,
4897,33414.0,,,,
4898,,,,,
4899,,,,33415.0,
4900,,,33417.0,,
4901,33418.0,,,,
4902,,,,,
4903,,,33421.0,,
4904,33422.0,,,,
4905,,,,,
4906,,,33426.0,,
4907,33427.0,,,,
4908,,,,,
4909,,,,33429.0,
4910,,,33431.0,,
4911,33431.0,,,,
4912,,,,,
4913,,,33436.0,,
4914,33436.0,,,,
4915,,,,,
4916,,,33439.0,,
4917,33440.0,,,,
4918,,,,,
4919,,,,33441.0,
4920,,,33444.0,,
4921,33445.0,,,,
4922,,,,,
4923,,,33448.0,,
4924,33448.0,,,,
4925,,,,,
4926,,,33453.0,,
4927,33453.0,,,,
4928,,,,,
4929,,,,33454.0,
4930,,,33456.0,,
4931,33457.0,,,,
4932,,,,,
4933,,,33461.0,,
4934,33461.0,,,,
4935,,,,,
4936,,,33466.0,,
4937,33466.0,,,,
4938,,,,,
4939,,,,33467.0,
4940,,,33470.0,,
4941,33470.0,,,,
4942,,,,,
4943,,,33474.0,,
4944,33474.0,,,,
4945,,,,,
4946,,,33479.0,,
4947,33479.0,,,,
4948,,,,,
4949,,,,33481.0,
4950,,,33483.0,,
4951,33483.0,,,,
4952,,,,,
4953,,,33488.0,,
4954,33489.0,,,,
4955,,,,,
4956,,,33492.0,,
4957,,,,,33493.0
4958,33493.0,,,,
4959,,,,,
4960,,,,33494.0,
4961,,,33496.0,,
4962,33496.0,,,,
4963,,,,,
4964,,,33501.0,,
4965,33501.0,,,,
4966,,,,,
4967,,,33505.0,,
4968,33505.0,,,,
4969,,,,,
4970,,,,33506.0,
4971,,,33510.0,,
4972,33510.0,,,,
4973,,,,,
4974,,,33514.0,,
4975,33515.0,,,,
4976,,,,,
4977,,,33518.0,,
4978,33519.0,,,,
4979,,,,,
4980,,,,33519.0,
4981,,,33522.0,,
4982,33523.0,,,,
4983,,,,,
4984,,,33527.0,,
4985,33528.0,,,,
4986,,,,,
4987,,,33532.0,,
4988,33535.0,,,,
4989,,,,,
4990,,,,33536.0,
4991,,,33536.0,,
4992,33537.0,,,,
4993,,,,,
4994,,,33540.0,,
4995,33540.0,,,,
4996,,33540.0,,,
4997,,,,,
4998,,,33546.0,,
4999,33546.0,,,,
5000,,,,,
5001,,,,33547.0,
5002,,,33548.0,,
5003,33549.0,,,,
5004,,,,,
5005,,,33553.0,,
5006,33553.0,,,,
5007,,,,,
5008,,,33558.0,,
5009,33559.0,,,,
5010,,,,,
5011,,,,33561.0,
5012,,,33562.0,,
5013,33564.0,,,,
5014,,,,,
5015,,,33566.0,,
5016,33567.0,,,,
5017,,,,,
5018,,,33571.0,,
5019,33571.0,,,,
5020,,,,,
5021,,,,33572.0,
5022,,,33575.0,,
5023,33575.0,,,,
5024,,,,,
5025,,,33579.0,,
5026,33580.0,,,,
5027,,,,,
5028,,,33584.0,,
5029,33584.0,,,,
5030,,,,,
5031,,,,33585.0,
5032,,,33588.0,,
5033,33588.0,,,,
5034,,,,,
5035,,,33593.0,,
5036,33594.0,,,,
5037,,,,,
5038,,,33598.0,,
5039,33598.0,,,,
5040,,,,,
5041,,,,33601.0,
5042,,,33602.0,,
5043,33602.0,,,,
5044,,,,,
5045,,,33605.0,,
5046,33606.0,,,,
5047,,,,,
5048,,,33610.0,,
5049,33611.0,,,,
5050,,,,,
5051,,,,33612.0,
5052,,,33616.0,,
5053,33617.0,,,,
5054,,,,,
5055,,,33619.0,,
5056,33619.0,,,,
5057,,,,,
5058,,,33623.0,,
5059,33624.0,,,,
5060,,,,,
5061,,,,33625.0,
5062,,,33628.0,,
5063,33629.0,,,,
5064,,,,,
5065,,,33633.0,,
5066,33634.0,,,,
5067,,,,,
5068,,,33637.0,,
5069,33637.0,,,,
5070,,,,,
5071,,,,33638.0,
5072,,,33641.0,,
5073,33641.0,,,,
5074,,,,,
5075,,,33646.0,,
5076,33646.0,,,,
5077,,,,,
5078,,,33650.0,,
5079,33650.0,,,,
5080,,,,,
5081,,,,33652.0,
5082,,,33654.0,,
5083,33654.0,,,,
5084,,,,,
5085,,,33658.0,,
5086,33659.0,,,,
5087,,,,,
5088,,,33663.0,,
5089,33663.0,,,,
5090,,,,,
5091,,,,33664.0,
5092,,,33667.0,,
5093,33667.0,,,,
5094,,,,,
5095,,,33671.0,,
5096,33672.0,,,,
5097,,,,,
5098,,,33676.0,,
5099,33677.0,,,,
5100,,,,,
5101,,,,33678.0,
5102,,,33680.0,,
5103,33680.0,,,,
5104,,,,,
5105,,,33684.0,,
5106,33685.0,,,,
5107,,,,,
5108,,,33689.0,,
5109,33690.0,,,,
5110,,,,,
5111,,,,33691.0,
5112,,,33694.0,,
5113,,,,,33694.0
5114,33694.0,,,,
5115,,,,,
5116,,,33698.0,,
5117,,33699.0,,,
5118,33699.0,,,,
5119,,,,,
5120,,,33704.0,,
5121,33704.0,,,,
5122,,,,,
5123,,,,33705.0,
5124,,,33707.0,,
5125,33707.0,,,,
5126,,,,,
5127,,,33711.0,,
5128,33711.0,,,,
5129,,,,,
5130,,,33718.0,,
5131,33718.0,,,,
5132,,,,,
5133,,,,33719.0,
5134,,,33719.0,,
5135,33720.0,,,,
5136,,,,,
5137,,,33724.0,,
5138,33724.0,,,,
5139,,,,,
5140,,,33728.0,,
5141,33729.0,,,,
5142,,,,,
5143,,,,33730.0,
5144,,,33734.0,,
5145,33735.0,,,,
5146,,,,,
5147,,,33737.0,,
5148,33737.0,,,,
5149,,,,,
5150,,,33741.0,,
5151,33742.0,,,,
5152,,,,,
5153,,,,33743.0,
5154,,,33745.0,,
5155,33746.0,,,,
5156,,,,,
5157,,,33750.0,,
5158,33750.0,,,,
5159,,,,,
5160,,,33755.0,,
5161,33755.0,,,,
5162,,,,,
5163,,,,33756.0,
5164,,,33759.0,,
5165,33761.0,,,,
5166,,,,,
5167,,,33765.0,,
5168,33769.0,,,,
5169,,,,,
5170,,,33769.0,,
5171,33770.0,,,,
5172,,,,,
5173,,,,33771.0,
5174,,,33773.0,,
5175,33773.0,,,,
5176,,,,,
5177,,,33776.0,,
5178,33777.0,,,,
5179,,,,,
5180,,,33781.0,,
5181,33781.0,,,,
5182,,,,,
5183,,,,33782.0,
5184,,,33785.0,,
5185,33786.0,,,,
5186,,,,,
5187,,,33790.0,,
5188,33790.0,,,,
5189,,,,,
5190,,,33794.0,,
5191,33795.0,,,,
5192,,,,,
5193,,,,33796.0,
5194,,,33802.0,,
5195,33802.0,,,,
5196,,,,,
5197,,,33803.0,,
5198,33803.0,,,,
5199,,,,,
5200,,,33807.0,,
5201,33808.0,,,,
5202,,,,,
5203,,,,33809.0,
5204,,,33811.0,,
5205,33812.0,,,,
5206,,,,,
5207,,,33817.0,,
5208,33817.0,,,,
5209,,,,,
5210,,,33821.0,,
5211,33822.0,,,,
5212,,,,,
5213,,,,33823.0,
5214,,,33825.0,,
5215,33825.0,,,,
5216,,,,,
5217,,,33830.0,,
5218,33830.0,,,,
5219,,,,,
5220,,,33834.0,,
5221,33834.0,,,,
5222,,,,,
5223,,,,33835.0,
5224,,,33837.0,,
5225,33838.0,,,,
5226,,,,,
5227,,,33842.0,,
5228,33843.0,,,,
5229,,,,,
5230,,,33847.0,,
5231,33847.0,,,,
5232,,,,,
5233,,,,33848.0,
5234,,,33851.0,,
5235,33851.0,,,,
5236,,,,,
5237,,,33855.0,,
5238,33855.0,,,,
5239,,,,,
5240,,,33862.0,,
5241,,33863.0,,,
5242,33863.0,,,,
5243,,,,,
5244,,,,33863.0,
5245,,,33864.0,,
5246,33864.0,,,,
5247,,,,,
5248,,,33870.0,,
5249,33871.0,,,,
5250,,,,,
5251,,,33873.0,,
5252,33874.0,,,,
5253,,,,,
5254,,,,33875.0,
5255,,,33877.0,,
5256,33878.0,,,,
5257,,,,,
5258,,,33882.0,,
5259,33882.0,,,,
5260,,,,,
5261,,,33886.0,,
5262,33886.0,,,,
5263,,,,,
5264,,,,33887.0,
5265,,,,,33889.0
5266,,,33891.0,,
5267,33891.0,,,,
5268,,,,,
5269,,,33895.0,,
5270,33895.0,,,,
5271,,,,,
5272,,,33900.0,,
5273,33900.0,,,,
5274,,,,,
5275,,,,33902.0,
5276,,,33903.0,,
5277,33904.0,,,,
5278,,,,,
5279,,,33909.0,,
5280,33909.0,,,,
5281,,,,,
5282,,,33913.0,,
5283,33913.0,,,,
5284,,,,,
5285,,,,33914.0,
5286,,,33916.0,,
5287,33917.0,,,,
5288,,,,,
5289,,,33921.0,,
5290,33921.0,,,,
5291,,,,,
5292,,,33925.0,,
5293,33926.0,,,,
5294,,,,,
5295,,,,33927.0,
5296,,,33930.0,,
5297,33930.0,,,,
5298,,,,,
5299,,,33934.0,,
5300,33935.0,,,,
5301,,,,,
5302,,,33939.0,,
5303,33939.0,,,,
5304,,,,,
5305,,,,33940.0,
5306,,,33943.0,,
5307,33943.0,,,,
5308,,,,,
5309,,,33947.0,,
5310,33947.0,,,,
5311,,,,,
5312,,,33952.0,,
5313,33952.0,,,,
5314,,,,,
5315,,,,33953.0,
5316,,,33956.0,,
5317,33956.0,,,,
5318,,,,,
5319,,,33961.0,,
5320,33961.0,,,,
5321,,,,,
5322,,,33965.0,,
5323,33965.0,,,,
5324,,,,,
5325,,,,33966.0,
5326,,,33970.0,,
5327,33970.0,,,,
5328,,,,,
5329,,,33974.0,,
5330,33974.0,,,,
5331,,,,,
5332,,,33978.0,,
5333,33979.0,,,,
5334,,,,,
5335,,,,33980.0,
5336,,,33983.0,,
5337,33983.0,,,,
5338,,,,,
5339,,,33987.0,,
5340,33987.0,,,,
5341,,,,,
5342,,,33992.0,,
5343,33992.0,,,,
5344,,,,,
5345,,,,33994.0,
5346,,,33996.0,,
5347,33997.0,,,,
5348,,,,,
5349,,,34000.0,,
5350,34000.0,,,,
5351,,,,,
5352,,,34005.0,,
5353,34005.0,,,,
5354,,,,,
5355,,,,34006.0,
5356,,,34009.0,,
5357,34009.0,,,,
5358,,,,,
5359,,,34013.0,,
5360,34013.0,,,,
5361,,,,,
5362,,,34018.0,,
5363,,34018.0,,,
5364,34018.0,,,,
5365,,,,,
5366,,,,34019.0,
5367,,,34022.0,,
5368,34023.0,,,,
5369,,,,,
5370,,,34026.0,,
5371,34026.0,,,,
5372,,,,,
5373,,,34031.0,,
5374,34031.0,,,,
5375,,,,,
5376,,,,34032.0,
5377,,,34035.0,,
5378,34035.0,,,,
5379,,,,,
5380,,,34039.0,,
5381,34039.0,,,,
5382,,,,,
5383,,,34044.0,,
5384,34044.0,,,,
5385,,,,,
5386,,,,34045.0,
5387,,,34048.0,,
5388,34048.0,,,,
5389,,,,,
5390,,,34052.0,,
5391,34053.0,,,,
5392,,,,,
5393,,,34057.0,,
5394,34058.0,,,,
5395,,,,,
5396,,,,34058.0,
5397,,,34061.0,,
5398,34061.0,,,,
5399,,,,,
5400,,,34065.0,,
5401,34066.0,,,,
5402,,,,,
5403,,,34070.0,,
5404,34071.0,,,,
5405,,,,,
5406,,,,34072.0,
5407,,,34074.0,,
5408,34075.0,,,,
5409,,,,,
5410,,,34079.0,,
5411,34079.0,,,,
5412,,,,,
5413,,,34083.0,,
5414,34084.0,,,,
5415,,,,,
5416,,,,34085.0,
5417,,,34088.0,,
5418,34088.0,,,,
5419,,,,,
5420,,,,,34089.0
5421,,,34092.0,,
5422,34092.0,,,,
5423,,,,,
5424,,,34096.0,,
5425,34097.0,,,,
5426,,,,,
5427,,,,34098.0,
5428,,,34100.0,,
5429,34101.0,,,,
5430,,,,,
5431,,,34105.0,,
5432,34105.0,,,,
5433,,,,,
5434,,,34109.0,,
5435,34110.0,,,,
5436,,,,,
5437,,,,34111.0,
5438,,,34114.0,,
5439,34114.0,,,,
5440,,,,,
5441,,,34118.0,,
5442,34118.0,,,,
5443,,,,,
5444,,,34123.0,,
5445,34123.0,,,,
5446,,,,,
5447,,,,34125.0,
5448,,,34126.0,,
5449,34127.0,,,,
5450,,,,,
5451,,,34131.0,,
5452,34131.0,,,,
5453,,,,,
5454,,,34136.0,,
5455,34136.0,,,,
5456,,,,,
5457,,,,34137.0,
5458,,,34140.0,,
5459,34141.0,,,,
5460,,,,,
5461,,,34144.0,,
5462,34145.0,,,,
5463,,,,,
5464,,,34149.0,,
5465,34149.0,,,,
5466,,,,,
5467,,,,34151.0,
5468,,,34153.0,,
5469,34153.0,,,,
5470,,,,,
5471,,,34157.0,,
5472,34158.0,,,,
5473,,,,,
5474,,,34163.0,,
5475,34163.0,,,,
5476,,,,,
5477,,,,34164.0,
5478,,,34166.0,,
5479,34166.0,,,,
5480,,,,,
5481,,,34171.0,,
5482,34171.0,,,,
5483,,,,,
5484,,,34175.0,,
5485,34176.0,,,,
5486,,,,,
5487,,,,34176.0,
5488,,,34179.0,,
5489,,34180.0,,,
5490,34180.0,,,,
5491,,,,,
5492,,,34184.0,,
5493,34184.0,,,,
5494,,,,,
5495,,,34188.0,,
5496,34189.0,,,,
5497,,,,,
5498,,,,34190.0,
5499,,,34192.0,,
5500,34193.0,,,,
5501,,,,,
5502,,,34197.0,,
5503,34198.0,,,,
5504,,,,,
5505,,,34201.0,,
5506,34203.0,,,,
5507,,,,,
5508,,,,34203.0,
5509,,,34206.0,,
5510,34206.0,,,,
5511,,,,,
5512,,,34210.0,,
5513,34210.0,,,,
5514,,,,,
5515,,,34214.0,,
5516,34215.0,,,,
5517,,,,,
5518,,,,34216.0,
5519,,,34219.0,,
5520,34219.0,,,,
5521,,,,,
5522,,,34223.0,,
5523,34223.0,,,,
5524,,,,,
5525,,,34229.0,,
5526,34230.0,,,,
5527,,,,,
5528,,,,34231.0,
5529,,,34232.0,,
5530,34233.0,,,,
5531,,,,,
5532,,,34236.0,,
5533,34237.0,,,,
5534,,,,,
5535,,,34242.0,,
5536,34242.0,,,,
5537,,,,,
5538,,,,34245.0,
5539,,,34246.0,,
5540,34248.0,,,,
5541,,,,,
5542,,,34250.0,,
5543,34250.0,,,,
5544,,,,,
5545,,,34254.0,,
5546,34255.0,,,,
5547,,,,,
5548,,,,34256.0,
5549,,,34258.0,,
5550,34260.0,,,,
5551,,,,,
5552,,,34262.0,,
5553,34263.0,,,,
5554,,,,,
5555,,,34267.0,,
5556,34268.0,,,,
5557,,,,,
5558,,,,34268.0,
5559,,,34271.0,,
5560,34271.0,,,,
5561,,,,,
5562,,,34275.0,,
5563,34276.0,,,,
5564,,,,,
5565,,,34280.0,,
5566,34280.0,,,,
5567,,,,,
5568,,,,34281.0,
5569,,,34284.0,,
5570,34284.0,,,,
5571,,,,,
5572,,,34289.0,,
5573,34289.0,,,,
5574,,,,,
5575,,,,,34290.0
5576,,,34293.0,,
5577,34294.0,,,,
5578,,,,,
5579,,,,34295.0,
5580,,,34298.0,,
5581,34298.0,,,,
5582,,,,,
5583,,,34302.0,,
5584,34302.0,,,,
5585,,,,,
5586,,,34306.0,,
5587,34307.0,,,,
5588,,,,,
5589,,,,34308.0,
5590,,,34314.0,,
5591,34314.0,,,,
5592,,,,,
5593,,,34315.0,,
5594,34315.0,,,,
5595,,,,,
5596,,,34320.0,,
5597,34320.0,,,,
5598,,,,,
5599,,,,34321.0,
5600,,,34323.0,,
5601,34324.0,,,,
5602,,,,,
5603,,,34329.0,,
5604,34329.0,,,,
5605,,,,,
5606,,,34333.0,,
5607,34333.0,,,,
5608,,,,,
5609,,,,34335.0,
5610,,,34338.0,,
5611,34338.0,,,,
5612,,,,,
5613,,,34342.0,,
5614,,34342.0,,,
5615,34342.0,,,,
5616,,,,,
5617,,,34346.0,,
5618,34347.0,,,,
5619,,,,,
5620,,,,34349.0,
5621,,,34350.0,,
5622,34351.0,,,,
5623,,,,,
5624,,,34355.0,,
5625,34355.0,,,,
5626,,,,,
5627,,,34359.0,,
5628,34360.0,,,,
5629,,,,,
5630,,,,34362.0,
5631,,,34364.0,,
5632,34364.0,,,,
5633,,,,,
5634,,,34368.0,,
5635,34368.0,,,,
5636,,,,,
5637,,,34372.0,,
5638,34373.0,,,,
5639,,,,,
5640,,,,34376.0,
5641,,,34377.0,,
5642,34377.0,,,,
5643,,,,,
5644,,,34381.0,,
5645,34381.0,,,,
5646,,,,,
5647,,,34387.0,,
5648,34387.0,,,,
5649,,,,,
5650,,,,34388.0,
5651,,,34389.0,,
5652,34390.0,,,,
5653,,,,,
5654,,,34394.0,,
5655,34395.0,,,,
5656,,,,,
5657,,,34402.0,,
5658,34403.0,,,,
5659,,,,,
5660,,,,34404.0,
5661,,,34404.0,,
5662,34406.0,,,,
5663,,,,,
5664,,,34408.0,,
5665,34410.0,,,,
5666,,,,,
5667,,,34420.0,,
5668,34421.0,,,,
5669,,,,,
5670,,,,34421.0,
5671,,,34421.0,,
5672,34421.0,,,,
5673,,,,,
5674,,,34421.0,,
5675,34421.0,,,,
5676,,,,,
5677,,,34425.0,,
5678,34425.0,,,,
5679,,,,,
5680,,,,34428.0,
5681,,,34429.0,,
5682,34431.0,,,,
5683,,,,,
5684,,,34434.0,,
5685,34434.0,,,,
5686,,,,,
5687,,,34438.0,,
5688,34438.0,,,,
5689,,,,,
5690,,,,34439.0,
5691,,,34443.0,,
5692,34444.0,,,,
5693,,,,,
5694,,,34446.0,,
5695,34447.0,,,,
5696,,,,,
5697,,,34451.0,,
5698,34451.0,,,,
5699,,,,,
5700,,,,34452.0,
5701,,,34455.0,,
5702,34455.0,,,,
5703,,,,,
5704,,,34460.0,,
5705,34460.0,,,,
5706,,,,,
5707,,,34464.0,,
5708,34465.0,,,,
5709,,,,,
5710,,,,34466.0,
5711,,,34469.0,,
5712,34469.0,,,,
5713,,,,,
5714,,,34473.0,,
5715,34473.0,,,,
5716,,,,,
5717,,,34478.0,,
5718,34478.0,,,,
5719,,,,,
5720,,,,34480.0,
5721,,,34482.0,,
5722,34482.0,,,,
5723,,,,,
5724,,,34486.0,,
5725,34486.0,,,,
5726,,,,,
5727,,,,,34488.0
5728,,,34491.0,,
5729,34491.0,,,,
5730,,,,,
5731,,,,34494.0,
5732,,,34495.0,,
5733,34495.0,,,,
5734,,,,,
5735,,34500.0,,,
5736,,,34500.0,,
5737,34502.0,,,,
5738,,,,,
5739,,,34504.0,,
5740,34504.0,,,,
5741,,,,,
5742,,,,34505.0,
5743,,,34508.0,,
5744,34508.0,,,,
5745,,,,,
5746,,,34512.0,,
5747,34513.0,,,,
5748,,,,,
5749,,,34517.0,,
5750,34517.0,,,,
5751,,,,,
5752,,,,34519.0,
5753,,,34521.0,,
5754,34521.0,,,,
5755,,,,,
5756,,,34525.0,,
5757,34526.0,,,,
5758,,,,,
5759,,,34530.0,,
5760,34531.0,,,,
5761,,,,,
5762,,,,34531.0,
5763,,,34534.0,,
5764,34534.0,,,,
5765,,,,,
5766,,,34538.0,,
5767,34539.0,,,,
5768,,,,,
5769,,,34543.0,,
5770,34543.0,,,,
5771,,,,,
5772,,,,34544.0,
5773,,,34547.0,,
5774,34548.0,,,,
5775,,,,,
5776,,,34552.0,,
5777,34552.0,,,,
5778,,,,,
5779,,,34556.0,,
5780,34557.0,,,,
5781,,,,,
5782,,,,34557.0,
5783,,,34560.0,,
5784,34561.0,,,,
5785,,,,,
5786,,,34565.0,,
5787,34566.0,,,,
5788,,,,,
5789,,,34570.0,,
5790,34570.0,,,,
5791,,,,,
5792,,,,34572.0,
5793,,,34573.0,,
5794,34574.0,,,,
5795,,,,,
5796,,,34578.0,,
5797,34578.0,,,,
5798,,,,,
5799,,,34583.0,,
5800,34584.0,,,,
5801,,,,,
5802,,,,34585.0,
5803,,,34586.0,,
5804,34587.0,,,,
5805,,,,,
5806,,,34591.0,,
5807,34591.0,,,,
5808,,,,,
5809,,,34596.0,,
5810,34596.0,,,,
5811,,,,,
5812,,,,34598.0,
5813,,,34601.0,,
5814,34601.0,,,,
5815,,,,,
5816,,,34604.0,,
5817,34605.0,,,,
5818,,,,,
5819,,,34609.0,,
5820,34609.0,,,,
5821,,,,,
5822,,,,34611.0,
5823,,,34613.0,,
